sysTime carID xPos yPos speed yaw yawVel xPosRaw yPosRaw yawRaw gas turn
1.003 0 0 0 0 0 1e-006 2.26 0.28 -3.04 -0.1 0 
1.07 0 0 0 0 0 1e-006 2.25 0.279 -3.01 0 0 
1.137 0 2.25 0.279 1.1 -3.01 -1.49 2.25 0.279 -3.01 0.0796 0.192 
1.203 0 2.25 0.279 0.847 -3.02 -1.26 2.25 0.279 -3.02 0.393 0.192 
1.267 0 2.25 0.279 0.52 -3.02 -0.911 2.25 0.279 -3.02 0.401 0.195 
1.334 0 2.25 0.279 0.282 -3.02 -0.566 2.25 0.279 -3.02 0.401 0.195 
1.401 0 2.25 0.278 0.164 -2.99 -0.176 2.25 0.278 -2.99 0.401 0.176 
1.469 0 2.25 0.278 0.0841 -3 -0.111 2.25 0.278 -3 0.402 0.179 
1.535 0 2.25 0.278 0.0479 -3 -0.0769 2.25 0.278 -3 0.402 0.182 
1.603 0 2.25 0.278 0.0234 -3 -0.0442 2.25 0.278 -3 0.402 0.182 
1.669 0 2.24 0.278 0.042 -2.99 -0.0104 2.24 0.278 -2.99 0.403 0.183 
1.741 0 2.24 0.277 0.0288 -2.98 0.0393 2.24 0.277 -2.98 0.403 0.167 
1.807 0 2.24 0.277 0.0122 -2.98 0.0168 2.24 0.277 -2.98 0.403 0.164 
1.876 0 2.24 0.277 0.0186 -2.97 0.0483 2.24 0.277 -2.97 0.404 0.164 
1.941 0 2.24 0.277 0.00947 -2.97 0.03 2.24 0.277 -2.97 0.404 0.168 
2.008 0 2.24 0.277 0.00851 -2.98 0.00622 2.24 0.277 -2.98 0.404 0.168 
2.077 0 2.24 0.277 0.013 -2.98 0.0356 2.24 0.277 -2.98 0.405 0.203 
2.141 0 2.24 0.276 0.00881 -3.02 -0.187 2.24 0.276 -3.02 -1 0 
2.207 0 2.24 0.277 0.00423 -2.98 0.0593 2.24 0.277 -2.98 -1 0 
2.274 0 2.24 0.276 0.00468 -3.02 -0.3 2.24 0.276 -3.02 -0.21 0 
2.343 0 2.24 0.277 0.00243 -2.98 0.0608 2.24 0.277 -2.98 -0.0184 0 
2.409 0 2.24 0.277 0.00113 -2.98 0.15 2.24 0.277 -2.98 -0.0151 0 
2.474 0 2.24 0.277 0.00169 -2.98 0.129 2.24 0.277 -2.98 -0.015 0 
2.543 0 2.24 0.277 0.00133 -2.98 0.191 2.24 0.277 -2.98 -0.015 0 
2.609 0 2.24 0.277 0.00144 -2.98 0.115 2.24 0.277 -2.98 -0.015 0 
2.674 0 2.24 0.277 0.0016 -2.98 0.153 2.24 0.277 -2.98 -0.015 0 
2.741 0 2.24 0.277 0.00147 -2.98 0.018 2.24 0.277 -2.98 -0.015 0 
2.811 0 2.24 0.277 0.000819 -2.98 0.196 2.24 0.277 -2.98 -0.015 0 
2.875 0 2.24 0.277 0.000736 -2.98 0.292 2.24 0.277 -2.98 -0.015 0 
2.942 0 2.24 0.277 0.000794 -2.98 0.189 2.24 0.277 -2.98 -0.015 0 
3.01 0 2.24 0.277 0.00028 -2.98 0.255 2.24 0.277 -2.98 -0.015 0 
3.077 0 2.24 0.277 0.000676 -2.98 0.172 2.24 0.277 -2.98 -0.015 0 
3.141 0 2.24 0.277 0.00036 -2.98 0.106 2.24 0.277 -2.98 -0.1 0 
3.208 0 2.24 0.277 -0.0052 -2.98 0.0895 2.24 0.277 -2.98 -0.1 0 
3.275 0 2.24 0.277 -0.00174 -2.98 0.0516 2.24 0.277 -2.98 -0.1 0 
3.342 0 2.24 0.277 -0.00914 -2.97 0.0555 2.24 0.277 -2.97 -0.1 0 
3.409 0 2.24 0.277 -0.00464 -2.97 0.0328 2.24 0.277 -2.97 -0.1 0 
3.475 0 2.24 0.277 -0.00239 -2.97 0.0196 2.24 0.277 -2.97 -0.1 0 
3.543 0 2.24 0.277 -0.00117 -2.97 0.0113 2.24 0.277 -2.97 -0.1 0 
3.608 0 2.24 0.277 -0.000867 -2.97 0.00743 2.24 0.277 -2.97 -0.1 0 
3.68 0 2.24 0.277 -0.000387 -2.97 0.00398 2.24 0.277 -2.97 -0.1 0 
3.745 0 2.24 0.277 0.0018 -2.97 -0.00369 2.24 0.277 -2.97 -0.1 0 
3.811 0 2.24 0.277 0.000561 -2.97 -0.00141 2.24 0.277 -2.97 -0.1 0 
3.876 0 2.24 0.277 0.00568 -2.98 -0.0156 2.24 0.277 -2.98 -0.1 0 
3.943 0 2.24 0.277 -0.000803 -2.97 0.00225 2.24 0.277 -2.97 -0.1 0 
4.012 0 2.24 0.277 0.00261 -2.97 -0.00776 2.24 0.277 -2.97 -0.1 0 
4.075 0 2.24 0.277 0.00378 -2.97 -0.0123 2.24 0.277 -2.97 -0.1 0 
4.141 0 2.24 0.277 -0.000757 -2.97 0.00092 2.24 0.277 -2.97 -0.1 0 
4.216 0 2.24 0.277 -6.22e-005 -2.97 -0.000569 2.24 0.277 -2.97 -0.1 0 
4.283 0 2.24 0.277 -3.28e-005 -2.97 -0.000346 2.24 0.277 -2.97 -0.1 0 
4.349 0 2.24 0.277 0.000378 -2.97 -0.00161 2.24 0.277 -2.97 -0.1 0 
4.416 0 2.24 0.277 0.00935 -2.98 -0.0268 2.24 0.277 -2.98 -0.1 0 
4.489 0 2.24 0.277 0.0017 -2.97 -0.00631 2.24 0.277 -2.97 -1 0 
4.557 0 2.24 0.277 0.00725 -2.98 -0.0211 2.24 0.277 -2.98 -1 0 
4.624 0 2.24 0.277 -0.000112 -2.97 -0.00048 2.24 0.277 -2.97 -0.453 0 
4.69 0 2.24 0.277 0.00167 -2.97 -0.0058 2.24 0.277 -2.97 -0.0226 0 
4.756 0 2.24 0.277 0.00274 -2.97 -0.00979 2.24 0.277 -2.97 -0.0151 0 
4.822 0 2.24 0.277 0.00142 -2.97 -0.00587 2.24 0.277 -2.97 -0.015 0 
4.889 0 2.24 0.277 -5.11e-005 -2.97 -0.00175 2.24 0.277 -2.97 -0.015 0 
4.956 0 2.24 0.277 0.000379 -2.97 -0.00255 2.24 0.277 -2.97 -0.015 0 
5.022 0 2.24 0.277 0.00019 -2.97 -0.00149 2.24 0.277 -2.97 -0.015 0 
5.096 0 2.24 0.277 -0.000378 -2.97 0.000232 2.24 0.277 -2.97 -0.015 0 
5.165 0 2.24 0.277 -0.0013 -2.97 0.00314 2.24 0.277 -2.97 -0.015 0 
5.232 0 2.24 0.277 -0.00106 -2.97 0.00277 2.24 0.277 -2.97 -0.015 0 
5.297 0 2.24 0.277 -0.000578 -2.97 0.0017 2.24 0.277 -2.97 -0.015 0 
5.363 0 2.24 0.277 -0.000294 -2.97 0.00101 2.24 0.277 -2.97 -0.015 0 
5.433 0 2.24 0.277 -0.0019 -2.97 0.00517 2.24 0.277 -2.97 -0.015 0 
5.499 0 2.24 0.277 0.000804 -2.97 -0.00256 2.24 0.277 -2.97 -0.1 0 
5.564 0 2.24 0.277 0.000422 -2.97 -0.00156 2.24 0.277 -2.97 -0.1 0 
5.63 0 2.24 0.277 0.000217 -2.97 -0.000932 2.24 0.277 -2.97 -0.1 0 
5.697 0 2.24 0.277 0.000109 -2.97 -0.000546 2.24 0.277 -2.97 -0.1 0 
5.763 0 2.24 0.277 5.56e-005 -2.97 -0.000324 2.24 0.277 -2.97 -0.1 0 
5.83 0 2.24 0.277 0.00533 -2.97 0.0148 2.24 0.277 -2.97 -0.1 0 
5.897 0 2.24 0.277 0.00271 -2.97 0.00878 2.24 0.277 -2.97 -0.1 0 
5.966 0 2.24 0.277 0.00131 -2.97 0.00497 2.24 0.277 -2.97 -0.1 0 
6.031 0 2.24 0.277 0.000691 -2.97 0.00304 2.24 0.277 -2.97 -0.1 0 
6.103 0 2.24 0.277 0.000308 -2.97 0.00161 2.24 0.277 -2.97 -0.1 0 
6.169 0 2.24 0.277 0.000163 -2.97 0.000987 2.24 0.277 -2.97 -0.1 0 
6.236 0 2.24 0.277 8.36e-005 -2.97 0.000589 2.24 0.277 -2.97 -0.1 0 
6.304 0 2.24 0.277 -0.00182 -2.97 -0.00578 2.24 0.277 -2.97 -0.1 0 
6.371 0 2.24 0.277 -0.000923 -2.97 -0.00342 2.24 0.277 -2.97 -0.1 0 
6.438 0 2.24 0.277 -0.000461 -2.97 -0.00199 2.24 0.277 -2.97 -0.1 0 
6.505 0 2.24 0.277 -0.000233 -2.97 -0.00117 2.24 0.277 -2.97 -0.1 0 
6.57 0 2.24 0.277 -0.000124 -2.97 -0.000721 2.24 0.277 -2.97 -0.1 0 
6.637 0 2.24 0.277 -0.00248 -2.97 -0.00891 2.24 0.277 -2.97 -0.1 0 
6.704 0 2.24 0.277 -0.00125 -2.97 -0.00523 2.24 0.277 -2.97 -0.1 0 
6.772 0 2.24 0.277 -0.000621 -2.97 -0.00304 2.24 0.277 -2.97 -0.1 0 
6.837 0 2.24 0.277 -0.000328 -2.97 -0.00186 2.24 0.277 -2.97 -1 0 
6.906 0 2.24 0.277 -0.000158 -2.97 -0.00105 2.24 0.277 -2.97 -1 0 
6.975 0 2.24 0.277 0.00417 -2.97 0.012 2.24 0.277 -2.97 -1 0 
7.038 0 2.24 0.277 0.00232 -2.97 0.00761 2.24 0.277 -2.97 -0.0321 0 
7.107 0 2.24 0.277 -0.00935 -2.98 -0.0238 2.24 0.277 -2.98 -0.0153 0 
7.172 0 2.24 0.277 0.00505 -2.97 0.0157 2.24 0.277 -2.97 -0.015 0 
7.237 0 2.24 0.277 0.00265 -2.97 0.00955 2.24 0.277 -2.97 -0.015 0 
7.304 0 2.24 0.277 0.00133 -2.97 0.00559 2.24 0.277 -2.97 -0.015 0 
7.372 0 2.24 0.277 0.000648 -2.97 0.0032 2.24 0.277 -2.97 -0.015 0 
7.437 0 2.24 0.277 0.000341 -2.97 0.00195 2.24 0.277 -2.97 -0.015 0 
7.504 0 2.24 0.277 0.000174 -2.97 0.00115 2.24 0.277 -2.97 -0.015 0 
7.57 0 2.24 0.277 0.000858 -2.97 0.00235 2.24 0.277 -2.97 -0.015 0 
7.638 0 2.24 0.277 0.000425 -2.97 0.00136 2.24 0.277 -2.97 -0.015 0 
7.704 0 2.24 0.277 0.000219 -2.97 0.000814 2.24 0.277 -2.97 -0.015 0 
7.773 0 2.24 0.277 0.000105 -2.97 0.000461 2.24 0.277 -2.97 -0.015 0 
7.84 0 2.24 0.277 -0.00647 -2.97 -0.0185 2.24 0.277 -2.97 -0.015 0 
7.904 0 2.24 0.277 -0.00219 -2.97 -0.00869 2.24 0.277 -2.97 -0.1 0 
7.97 0 2.24 0.277 -0.00342 -2.97 -0.0144 2.24 0.277 -2.97 -0.1 0 
8.038 0 2.24 0.277 -0.0167 -2.98 -0.033 2.24 0.277 -2.98 -0.1 0 
8.105 0 2.24 0.277 -0.000124 -2.97 0.00307 2.24 0.277 -2.97 -0.1 0 
8.172 0 2.24 0.277 0.0013 -2.97 0.00781 2.24 0.277 -2.97 -0.1 0 
8.239 0 2.24 0.277 0.00134 -2.97 0.00417 2.24 0.277 -2.97 -0.1 0 
8.304 0 2.24 0.277 0.0045 -2.97 0.00909 2.24 0.277 -2.97 -0.1 0 
8.372 0 2.24 0.277 -0.0106 -2.97 -0.0558 2.24 0.277 -2.97 -0.1 0 
8.438 0 2.24 0.277 -0.00704 -2.97 -0.0375 2.24 0.277 -2.97 -0.1 0 
8.504 0 2.24 0.277 -0.00394 -2.97 -0.0254 2.24 0.277 -2.97 -0.1 0 
8.572 0 2.24 0.277 -0.00512 -2.97 -0.0258 2.24 0.277 -2.97 -0.1 0 
8.638 0 2.24 0.277 0.00203 -2.97 -0.00412 2.24 0.277 -2.97 -0.1 0 
8.704 0 2.24 0.277 0.00696 -2.97 0.0127 2.24 0.277 -2.97 -0.1 0 
8.771 0 2.24 0.277 -0.00503 -2.98 -0.0186 2.24 0.277 -2.98 -0.1 0 
8.846 0 2.24 0.277 -0.0131 -2.98 0.00155 2.24 0.277 -2.98 -0.1 0 
8.921 0 2.24 0.277 -0.000939 -2.97 -0.00106 2.24 0.277 -2.97 -0.1 0 
8.989 0 2.24 0.277 -0.00474 -2.98 -0.0135 2.24 0.277 -2.98 -0.1 0 
9.054 0 2.24 0.277 0.02 -2.97 0.0555 2.24 0.277 -2.97 -0.1 0 
9.12 0 2.24 0.277 0.00497 -2.98 0.0185 2.24 0.277 -2.98 -0.1 0 
9.191 0 2.24 0.277 -0.00176 -2.98 2.28e-005 2.24 0.277 -2.98 -0.1 0 
9.256 0 2.24 0.277 0.00112 -2.98 0.00241 2.24 0.277 -2.98 -1 0 
9.321 0 2.24 0.277 0.00744 -2.97 0.0204 2.24 0.277 -2.97 -1 0 
9.386 0 2.24 0.277 0.00996 -2.97 0.0269 2.24 0.277 -2.97 -0.0534 0 
9.453 0 2.24 0.277 0.0114 -2.97 0.0239 2.24 0.277 -2.97 -0.0157 0 
9.522 0 2.24 0.277 8e-005 -2.98 -0.00444 2.24 0.277 -2.98 -0.015 0 
9.588 0 2.24 0.277 0.000233 -2.98 -0.0351 2.24 0.277 -2.98 -0.015 0 
9.653 0 2.24 0.277 -0.000674 -2.98 -0.0291 2.24 0.277 -2.98 -0.015 0 
9.721 0 2.24 0.277 0.00218 -2.98 -0.00923 2.24 0.277 -2.98 -0.015 0 
9.787 0 2.24 0.277 0.00657 -2.97 0.0077 2.24 0.277 -2.97 -0.015 0 
9.853 0 2.24 0.277 -0.00508 -2.98 -0.0349 2.24 0.277 -2.98 -0.015 0 
