sysTime carID xPos yPos speed yaw yawVel xPosRaw yPosRaw yawRaw gas turn
0.938 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.002 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.07 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.135 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.214 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.281 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.35 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.416 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.486 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.551 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.615 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.681 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.747 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.826 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.888 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
1.956 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.021 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.088 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.155 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.224 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.289 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.358 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.422 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.49 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.555 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.622 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.692 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.757 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.822 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.892 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
2.956 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.022 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.089 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.164 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.228 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.296 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.362 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.43 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.496 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.565 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.629 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.696 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.767 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.83 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.896 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
3.964 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.032 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.097 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.173 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.237 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.303 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.37 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.439 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.504 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.57 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.638 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.704 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.77 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.837 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.905 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
4.971 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.039 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.106 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.171 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.238 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.304 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.373 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.438 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.505 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.571 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.641 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.704 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.773 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.837 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.906 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
5.972 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.038 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.106 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.171 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.237 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.318 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.387 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.451 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.518 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.586 0 0 0 0 0 1e-006 NaN NaN NaN 0 0 
6.653 0 0 0 0 0 1e-006 0.0875 1.34 0.72 0 0 
6.721 0 0 0 0 0 1e-006 0.111 1.35 0.907 0 0 
6.786 0 0.126 1.37 0.0219 0.921 0.132 0.126 1.37 0.921 0.114 0.264 
6.851 0 0.137 1.38 0.0838 0.907 0.0403 0.137 1.38 0.907 0.4 0.249 
6.92 0 0.152 1.41 0.224 0.984 0.396 0.152 1.41 0.984 0.401 0.216 
6.985 0 0.169 1.43 0.34 1.03 0.516 0.169 1.43 1.03 0.401 0.167 
7.052 0 0.185 1.47 0.436 1.04 0.4 0.185 1.47 1.04 0.401 0.0839 
7.121 0 0.207 1.5 0.513 1.08 0.544 0.207 1.5 1.08 0.402 -0.00546 
7.187 0 0.228 1.54 0.589 1.05 0.0627 0.228 1.54 1.05 0.335 -0.0955 
7.253 0 0.254 1.59 0.655 1.05 0.132 0.254 1.59 1.05 0.29 -0.14 
7.318 0 0.279 1.63 0.683 0.965 -0.398 0.279 1.63 0.965 0.267 -0.178 
7.386 0 0.306 1.66 0.676 0.918 -0.553 0.306 1.66 0.918 0.262 -0.22 
7.466 0 0.337 1.7 0.493 0.844 -0.707 0.337 1.7 0.844 0.262 -0.208 
7.533 0 0.378 1.74 0.606 0.736 -1.09 0.378 1.74 0.736 0.332 -0.189 
7.6 0 0.413 1.77 0.628 0.696 -0.895 0.413 1.77 0.696 0.307 -0.188 
7.666 0 0.449 1.79 0.643 0.633 -0.94 0.449 1.79 0.633 0.282 -0.168 
