sysTime carID xPos yPos speed yaw yawVel xPosRaw yPosRaw yawRaw gas turn
0.008 0 0 0 0 0 1e-006 0 0 
0.733 0 0 0 0 0 1e-006 1.15 0.61 0.111 0 0 
0.805 0 1.15 0.607 0.561 0.111 0.0545 1.15 0.61 0.111 0 0 
0.876 0 1.15 0.61 0.447 0.113 0.0543 1.15 0.61 0.113 0.4 0.268 
0.95 0 1.16 0.611 0.312 0.132 0.109 1.16 0.611 0.132 0.401 0.23 
1.019 0 1.18 0.613 0.254 0.175 0.37 1.18 0.613 0.175 0.401 0.214 
1.089 0 1.21 0.619 0.33 0.162 -0.0491 1.21 0.619 0.162 0.401 0.179 
1.156 0 1.23 0.625 0.366 0.221 0.298 1.23 0.625 0.221 0.402 0.206 
1.225 0 1.26 0.634 0.409 0.268 0.454 1.26 0.634 0.268 0.402 0.189 
1.295 0 1.3 0.647 0.517 0.35 0.799 1.3 0.647 0.35 0.402 0.175 
1.366 0 1.35 0.665 0.558 0.398 0.297 1.35 0.665 0.398 0.403 0.147 
1.435 0 1.4 0.686 0.666 0.446 0.551 1.4 0.686 0.446 0.403 0.172 
1.505 0 1.44 0.711 0.707 0.522 0.773 1.44 0.711 0.522 0.403 0.227 
1.575 0 1.5 0.747 0.814 0.602 1.01 1.5 0.747 0.601 0.404 0.168 
1.643 0 1.55 0.788 0.878 0.71 1.1 1.55 0.788 0.71 0.404 0.23 
1.711 0 1.6 0.834 0.917 0.788 0.839 1.6 0.834 0.788 0.405 0.213 
1.781 0 1.65 0.895 1.01 0.893 0.798 1.65 0.895 0.893 0.353 0.252 
1.852 0 1.69 0.958 0.999 1.07 1.62 1.69 0.958 1.07 0.296 0.31 
1.925 0 1.72 1.03 1.05 1.22 1.67 1.72 1.03 1.22 0.316 0.263 
1.995 0 1.74 1.11 1.07 1.36 1.65 1.74 1.11 1.36 0.337 0.204 
2.066 0 1.75 1.18 1.02 1.47 1.63 1.75 1.18 1.47 0.385 0.101 
2.135 0 1.76 1.26 1.08 1.51 1.16 1.76 1.26 1.51 0.406 0.0101 
2.205 0 1.76 1.34 1.06 1.54 0.625 1.76 1.34 1.54 0.396 -0.117 
2.275 0 1.77 1.43 1.14 1.5 0.234 1.77 1.43 1.5 0.289 -0.237 
2.347 0 1.78 1.51 1.11 1.41 -0.239 1.78 1.51 1.41 0.239 -0.289 
2.417 0 1.81 1.59 1.13 1.24 -1.14 1.81 1.59 1.24 0.19 -0.338 
2.486 0 1.84 1.65 1.1 1.09 -1.45 1.84 1.65 1.09 0.166 -0.386 
2.557 0 1.89 1.72 1.08 0.9 -1.85 0.042 -0.674 
2.628 0 1.94 1.76 0.986 0.739 -1.83 1.94 1.76 0.739 -0.0618 -0.911 
2.698 0 2 1.79 0.936 0.536 -2.29 2 1.79 0.536 -0.062 -1 
2.767 0 2.05 1.81 0.834 0.283 -2.32 2.05 1.81 0.283 0.000346 -1 
2.837 0 2.1 1.81 0.79 0.00996 -2.9 2.1 1.81 0.00996 0.0405 -1 
2.904 0 2.15 1.8 0.77 -0.364 -3.93 2.15 1.8 -0.364 0.17 -0.827 
2.973 0 2.2 1.78 0.738 -0.862 -5.31 2.2 1.78 -0.862 0.335 -0.589 
3.041 0 2.23 1.75 0.672 -1.29 -5.67 2.23 1.75 -1.29 0.408 -0.213 
3.111 0 2.25 1.71 0.624 -1.72 -6.01 2.25 1.71 -1.72 0.408 0.175 
3.18 0 2.25 1.67 0.588 -2.01 -5.26 2.25 1.67 -2.01 0.409 0.477 
3.257 0 2.24 1.62 0.546 -1.98 -2.15 2.24 1.62 -1.98 0.409 0.628 
3.325 0 2.23 1.57 0.637 -1.75 -0.0333 2.23 1.57 -1.75 0.41 0.489 
3.393 0 2.23 1.52 0.676 -1.56 1.11 2.23 1.52 -1.56 0.41 0.326 
3.464 0 2.24 1.46 0.777 -1.44 1.38 2.24 1.46 -1.44 0.41 0.156 
3.536 0 2.25 1.4 0.807 -1.36 1.33 2.25 1.4 -1.36 0.411 0.0314 
3.602 0 2.27 1.32 0.958 -1.35 0.801 2.27 1.32 -1.35 0.411 -0.072 
3.671 0 2.28 1.25 0.959 -1.4 0.622 2.28 1.25 -1.4 0.411 -0.089 
3.739 0 2.29 1.18 0.991 -1.4 0.612 2.29 1.18 -1.4 0.395 -0.137 
3.805 0 2.3 1.09 1.06 -1.52 -0.194 2.3 1.09 -1.52 0.402 -0.105 
3.87 0 2.3 1.01 1.18 -1.61 -0.726 2.3 1.01 -1.61 0.325 -0.0759 
3.938 0 2.29 0.926 1.16 -1.65 -0.897 2.29 0.926 -1.65 0.319 -0.0804 
4.005 0 2.29 0.842 1.19 -1.65 -0.352 2.29 0.842 -1.65 0.27 -0.105 
4.069 0 2.28 0.76 1.24 -1.72 -0.594 2.28 0.76 -1.72 0.213 -0.204 
4.138 0 2.26 0.682 1.14 -1.86 -1.36 2.26 0.682 -1.86 0.262 -0.242 
4.205 0 2.23 0.605 1.11 -1.97 -1.89 2.23 0.605 -1.97 0.252 -0.291 
4.27 0 2.2 0.537 1.11 -2.08 -1.99 2.2 0.537 -2.08 0.228 -0.3 
4.336 0 2.15 0.475 1.12 -2.21 -1.92 2.15 0.475 -2.21 0.229 -0.312 
4.406 0 2.1 0.422 1.07 -2.36 -2.06 2.1 0.422 -2.36 0.25 -0.299 
4.471 0 2.05 0.379 1.06 -2.5 -1.94 2.05 0.379 -2.5 0.312 -0.228 
4.538 0 1.99 0.345 1.02 -2.71 -2.29 1.99 0.345 -2.71 0.361 -0.18 
4.606 0 1.92 0.319 0.995 -2.72 -1.38 1.92 0.319 -2.72 0.409 -0.135 
4.673 0 1.86 0.294 0.987 -2.84 -1.13 1.86 0.294 -2.84 0.415 -0.132 
4.738 0 1.78 0.275 1.04 -2.9 -1.15 1.78 0.275 -2.9 0.415 -0.0951 
4.803 0 1.7 0.258 1.13 -3 -1.36 1.7 0.258 -3 0.387 -0.103 
4.87 0 1.62 0.249 1.17 -2.98 -0.566 1.62 0.249 -2.98 0.337 -0.0726 
4.938 0 1.54 0.239 1.21 -3.05 -0.578 1.54 0.239 -3.05 0.317 -0.0295 
5.005 0 1.45 0.234 1.21 -3.05 -0.327 1.45 0.234 -3.05 0.305 -0.0219 
5.071 0 1.37 0.229 1.22 -3.09 -0.269 1.37 0.229 -3.09 0.323 0.00625 
5.138 0 1.28 0.223 1.19 -3.07 -0.192 1.28 0.223 -3.07 0.339 -0.0599 
5.205 0 1.2 0.221 1.19 -3.07 0.0945 1.2 0.221 -3.07 0.368 0.0105 
5.27 0 1.11 0.214 1.21 -3.11 -0.253 1.11 0.214 -3.11 0.309 -0.0454 
5.337 0 1.03 0.214 1.21 -3.09 -0.0574 1.03 0.214 -3.09 0.32 -0.0283 
5.411 0 0.938 0.21 1.19 -3.14 -0.486 0.938 0.21 -3.14 0.329 -0.0882 
5.478 0 0.854 0.212 1.21 3.1 34.7 0.854 0.212 3.1 0.309 -0.124 
5.544 0 0.772 0.214 1.22 3.06 17.2 0.772 0.214 3.06 0.228 -0.177 
5.612 0 0.689 0.224 1.18 2.97 9.23 0.689 0.224 2.97 0.236 -0.261 
5.678 0 0.61 0.246 1.19 2.89 4.91 0.61 0.246 2.89 0.219 -0.265 
5.75 0 0.529 0.275 1.19 2.68 1.16 0.529 0.275 2.68 0.184 -0.282 
5.817 0 0.463 0.317 1.15 2.55 -0.14 0.463 0.317 2.55 0.204 -0.286 
5.884 0 0.404 0.365 1.12 2.41 -0.869 0.404 0.365 2.41 0.217 -0.33 
5.95 0 0.356 0.42 1.11 2.27 -1.38 0.356 0.42 2.27 0.241 -0.322 
6.018 0 0.318 0.481 1.05 2.12 -1.44 0.318 0.481 2.12 0.325 -0.246 
6.084 0 0.289 0.546 1.03 1.97 -1.72 0.289 0.546 1.97 0.356 -0.237 
6.154 0 0.269 0.612 0.982 1.82 -1.85 0.269 0.612 1.82 0.365 -0.159 
6.221 0 0.256 0.686 1.03 1.77 -1.3 0.256 0.686 1.77 0.387 -0.136 
6.285 0 0.249 0.76 1.08 1.65 -1.47 0.249 0.76 1.65 0.391 -0.0788 
6.352 0 0.245 0.837 1.12 1.6 -1.28 0.245 0.837 1.6 0.387 -0.069 
6.417 0 0.247 0.914 1.14 1.58 -0.901 0.247 0.914 1.58 0.361 -0.042 
6.483 0 0.248 0.998 1.2 1.56 -0.656 0.248 0.998 1.56 0.352 -0.0128 
